city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Linda,CA,California,06115,Yuba,39.1241,-121.5421,23215,1044,America/Los_Angeles,3,95961 95901,676304
Closter,NJ,New Jersey,34003,Bergen,40.9733,-73.9604,8544,1043.9,America/New_York,3,07624,686513
Salida del Sol Estates,TX,Texas,48215,Hidalgo,26.3257,-98.4469,6356,1043.6,America/Chicago,3,78576,686537
Richland Hills,TX,Texas,48439,Tarrant,32.8095,-97.2273,8473,1043.5,America/Chicago,3,76118 76181,679571
Viola,NY,New York,36087,Rockland,41.1288,-74.0855,7470,1043.4,America/New_York,3,10901 10952,682028
San Juan Bautista,CA,California,06069,San Benito,36.845,-121.5371,2120,1043.2,America/Los_Angeles,3,95045,147003
The Woodlands,TX,Texas,48339,Montgomery,30.1738,-95.5134,116916,1043.1,America/Chicago,2,77381 77384 77380 77382 77389 77393,626123
Millwood,WA,Washington,53063,Spokane,47.6856,-117.2806,1880,1042.7,America/Los_Angeles,3,99206 99212,854317
Ladera,CA,California,06081,San Mateo,37.3999,-122.1989,1160,1042.1,America/Los_Angeles,3,94028,814101
Dixon,CA,California,06095,Solano,38.4469,-121.825,19158,1041.8,America/Los_Angeles,3,95620,492099
Avis,PA,Pennsylvania,42035,Clinton,41.1858,-77.3164,1335,1041.7,America/New_York,3,17721,620009
Hamilton,VA,Virginia,51107,Loudoun,39.1349,-77.6642,604,1041.5,America/New_York,3,20158 20159,177027
Scarsdale,NY,New York,36119,Westchester,40.9902,-73.7773,18005,1041.4,America/New_York,3,10583,829201
Lansford,PA,Pennsylvania,42025,Carbon,40.8331,-75.8848,4144,1041.4,America/New_York,3,18232,335002
West Hattiesburg,MS,Mississippi,28073,Lamar,31.3114,-89.374,6509,1041.3,America/Chicago,3,39402,804408
Los Llanos,PR,Puerto Rico,72043,Coamo,18.0579,-66.4092,2125,1040.7,America/Puerto_Rico,3,00769,523279
Worthington,OH,Ohio,39049,Franklin,40.095,-83.0209,14754,1040.6,America/New_York,3,43085,695019
Sayre,PA,Pennsylvania,42015,Bradford,41.9856,-76.5207,5444,1040.2,America/New_York,3,18840,574259
Trenton,OH,Ohio,39017,Butler,39.4792,-84.462,13304,1040,America/New_York,3,45067,754215
Carlton,OR,Oregon,41071,Yamhill,45.2945,-123.1753,2378,1040,America/Los_Angeles,3,97111,670106
Bennington,NE,Nebraska,31055,Douglas,41.3682,-96.1616,2417,1039.9,America/Chicago,3,68007,686667
Browning,MT,Montana,30035,Glacier,48.5564,-113.0151,990,1039.8,America/Denver,3,59417,786189
Twin Oaks,MO,Missouri,29189,St. Louis,38.5657,-90.501,685,1039.7,America/Chicago,3,63021,560063
Valley Brook,OK,Oklahoma,40109,Oklahoma,35.4027,-97.4814,682,1039.7,America/Chicago,3,73149,273005
Oak Hills Place,LA,Louisiana,22033,East Baton Rouge,30.369,-91.0887,8380,1039.5,America/Chicago,3,70810 70884,695313
York Haven,PA,Pennsylvania,42133,York,40.1106,-76.7149,993,1039.4,America/New_York,3,17370,403716
Troutdale,OR,Oregon,41051,Multnomah,45.5372,-122.3955,16000,1039,America/Los_Angeles,3,97060,481111
Anoka,MN,Minnesota,27003,Anoka,45.2099,-93.3893,17941,1038.9,America/Chicago,3,55303,361142
North Salt Lake,UT,Utah,49011,Davis,40.8439,-111.9187,23239,1038.8,America/Denver,3,84054,752102
Cornwells Heights,PA,Pennsylvania,42017,Bucks,40.0771,-74.9517,1279,1038.8,America/New_York,3,19020,743329
Westwego,LA,Louisiana,22051,Jefferson,29.9058,-90.1434,8382,1038.6,America/Chicago,3,70094 70096,563146
Lomas,PR,Puerto Rico,72029,Canóvanas,18.2688,-65.9096,731,1038.6,America/Puerto_Rico,3,00729,691016
Farmingdale,NJ,New Jersey,34025,Monmouth,40.1985,-74.1702,1399,1037.9,America/New_York,3,07727,521134
Shady Hollow,TX,Texas,48453,Travis,30.1645,-97.8631,5821,1037.8,America/Chicago,3,78748 78739,522415
Green Meadows,OH,Ohio,39023,Clark,39.8672,-83.9454,2137,1037.8,America/New_York,3,45323,700094
Lathrup Village,MI,Michigan,26125,Oakland,42.4921,-83.2273,4049,1037.7,America/Detroit,3,48076,576121
Gresham Park,GA,Georgia,13089,DeKalb,33.7053,-84.3155,7544,1037.5,America/New_York,3,30316,534211
Mitchell,NE,Nebraska,31157,Scotts Bluff,41.9427,-103.8098,1804,1037.4,America/Denver,3,69357,504104
Barclay,NJ,New Jersey,34007,Camden,39.9013,-75.0009,4456,1037.1,America/New_York,3,08034,700140
Oakland,MO,Missouri,29189,St. Louis,38.5768,-90.3849,1619,1037.1,America/Chicago,3,63122,517237
Woodlake,CA,California,06107,Tulare,36.4122,-119.1,7651,1036.8,America/Los_Angeles,3,93286,210502
Philomath,OR,Oregon,41003,Benton,44.5423,-123.3599,5537,1035.8,America/Los_Angeles,3,97370,641663
Marquette Heights,IL,Illinois,17179,Tazewell,40.6184,-89.6048,2613,1035.8,America/Chicago,3,61554,360007
Lomas Verdes Comunidad,PR,Puerto Rico,72099,Moca,18.3823,-67.1201,1467,1035.8,America/Puerto_Rico,3,00676,632059
Riverview,MI,Michigan,26163,Wayne,42.1723,-83.1946,12269,1035.7,America/Detroit,3,48193,522004
Henderson,NV,Nevada,32003,Clark,36.0133,-115.0381,324523,1035.6,America/Los_Angeles,2,89044 89052 89054 89005 89002 89074 89015 89014 89011 89012 89009 89077,382445
Spring Grove,PA,Pennsylvania,42133,York,39.8808,-76.8641,2100,1035.5,America/New_York,3,17362,624101
Juncal,PR,Puerto Rico,72131,San Sebastián,18.3125,-66.9219,922,1035.3,America/Puerto_Rico,3,00685,641044
Savoy,IL,Illinois,17019,Champaign,40.06,-88.2552,8807,1034.7,America/Chicago,3,61874,209302
Montrose,VA,Virginia,51087,Henrico,37.52,-77.3772,8624,1034.5,America/New_York,3,23223 23231,851204
Twin Falls,ID,Idaho,16083,Twin Falls,42.5645,-114.4613,53219,1034.4,America/Boise,3,83301 83303,517425
Normandy Park,WA,Washington,53033,King,47.4342,-122.3436,6659,1034.4,America/Los_Angeles,3,98166,460225
East Berwick,PA,Pennsylvania,42079,Luzerne,41.0657,-76.2208,2436,1034.2,America/New_York,3,18603,160004
Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185,184774,1034,America/New_York,2,23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630,784509
Parker,CO,Colorado,08035,Douglas,39.5084,-104.7753,60115,1033.9,America/Denver,3,80138 80134,110020
Sanatoga,PA,Pennsylvania,42091,Montgomery,40.2497,-75.5887,9048,1033.7,America/New_York,3,19464,574240
Center,CO,Colorado,08109,Saguache,37.7512,-106.1105,2312,1033.3,America/Denver,3,81125,576103
Ramsey,NJ,New Jersey,34003,Bergen,41.0595,-74.1454,14722,1033,America/New_York,3,07446,325209
Yutan,NE,Nebraska,31155,Saunders,41.2431,-96.3959,1535,1032.8,America/Chicago,3,68073,284305
Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474,941311,1032.7,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76008 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,574327
Ingalls Park,IL,Illinois,17197,Will,41.5204,-88.0345,2970,1032.7,America/Chicago,3,60433,507111
Stonewood,WV,West Virginia,54033,Harrison,39.2502,-80.3054,2273,1031.8,America/New_York,3,26301,575014
Pike Creek,DE,Delaware,10003,New Castle,39.7488,-75.695,7185,1031.7,America/New_York,3,19808 19707 19711,713338
Parkwood,WA,Washington,53035,Kitsap,47.5266,-122.5986,6976,1031.7,America/Los_Angeles,3,98366,243202
Lehi,UT,Utah,49049,Utah,40.4136,-111.8725,81039,1031.2,America/Denver,3,84043 84048,535001
Pajaro,CA,California,06053,Monterey,36.9017,-121.7417,2480,1030.8,America/Los_Angeles,3,95076,223227
Martinsburg,PA,Pennsylvania,42013,Blair,40.3109,-78.3243,1724,1030.8,America/New_York,3,16662,712101
Greencastle,PA,Pennsylvania,42055,Franklin,39.7907,-77.7267,4237,1030.5,America/New_York,3,17225,679122
Clarion,PA,Pennsylvania,42031,Clarion,41.2106,-79.3803,4202,1030.5,America/New_York,3,16214,471606
Hampton,VA,Virginia,51650,Hampton,37.0551,-76.363,137334,1030.4,America/New_York,2,23665 23651 23681 23605 23661 23668 23663 23666 23667 23664 23669 23670,483225
Casas Adobes,AZ,Arizona,04019,Pima,32.3423,-111.0113,70770,1030.4,America/Phoenix,3,85704 85741 85742 85752,847236
Mars,PA,Pennsylvania,42019,Butler,40.6969,-80.0141,1255,1030.1,America/New_York,3,16046,421305
Waihee-Waiehu,HI,Hawaii,15009,Maui,20.9188,-156.5063,11369,1029.4,Pacific/Honolulu,3,96793,602106
Marlboro Village,MD,Maryland,24033,Prince George's,38.8307,-76.7699,9200,1029.3,America/New_York,3,20772,182311
Vienna,WV,West Virginia,54107,Wood,39.324,-81.5383,10575,1029.1,America/New_York,3,26105,147101
Johns Creek,GA,Georgia,13121,Fulton,34.0333,-84.2027,82115,1028.9,America/New_York,3,30022 30097 30005,211019
Gleneagle,CO,Colorado,08041,El Paso,39.0453,-104.8288,6207,1028.8,America/Denver,3,80921,695311
Dyer,IN,Indiana,18089,Lake,41.4977,-87.509,16400,1028.7,America/Chicago,3,46311,670645
Lawrence,PA,Pennsylvania,42125,Washington,40.304,-80.122,1055,1028.7,America/New_York,3,15055,503225
Hinckley,IL,Illinois,17037,DeKalb,41.7714,-88.6397,2286,1028.6,America/Chicago,3,60520,416116
Tyrone,PA,Pennsylvania,42013,Blair,40.6764,-78.246,5421,1028.5,America/New_York,3,16686,474002
Island Walk,FL,Florida,12021,Collier,26.251,-81.711,2724,1028,America/New_York,3,34119,326519
Aetna Estates,CO,Colorado,08005,Arapahoe,39.7381,-104.6732,1177,1027.6,America/Denver,3,80018,142001
East Ridge,TN,Tennessee,47065,Hamilton,34.9973,-85.2285,22034,1027.2,America/New_York,3,37412,803109
Avondale,PA,Pennsylvania,42029,Chester,39.8248,-75.7819,1286,1026.9,America/New_York,3,19311,686606
Martins Ferry,OH,Ohio,39013,Belmont,40.1014,-80.7253,6192,1026.7,America/New_York,3,43935,517619
South Zanesville,OH,Ohio,39119,Muskingum,39.9036,-82.0179,2137,1026.4,America/New_York,3,43701,249407
Bonita,CA,California,06073,San Diego,32.6651,-117.0296,13336,1026.3,America/Los_Angeles,3,91910 91902,382715
River Rouge,MI,Michigan,26163,Wayne,42.2731,-83.1245,7092,1026.3,America/Detroit,3,48218 48222,402401
Grandyle Village,NY,New York,36029,Erie,42.9867,-78.9524,5000,1026.3,America/Toronto,3,14072,764051
Carleton,MI,Michigan,26115,Monroe,42.0572,-83.3899,2635,1026.2,America/Detroit,3,48117,518302
Pleasureville,KY,Kentucky,21103,Henry,38.351,-85.1121,1286,1026.2,America/New_York,3,40057,496242
Earlimart,CA,California,06107,Tulare,35.8914,-119.2721,7716,1026.1,America/Los_Angeles,3,93219,522213
Chalfont,PA,Pennsylvania,42017,Bucks,40.2893,-75.2095,4301,1026.1,America/New_York,3,18914,275204
Long Hill,CT,Connecticut,09120,Greater Bridgeport,41.2666,-73.2283,8597,1026,America/New_York,3,06611,209217
Comstock Park,MI,Michigan,26081,Kent,43.0438,-85.6778,10306,1025.7,America/Detroit,3,49321,689108
McConnellsburg,PA,Pennsylvania,42057,Fulton,39.932,-77.9958,1005,1025.7,America/New_York,3,17233,845416
Cloverdale,CA,California,06097,Sonoma,38.7962,-123.0152,8933,1025.6,America/Los_Angeles,3,95425,812005
South Run,VA,Virginia,51059,Fairfax,38.7467,-77.2754,6714,1025.4,America/New_York,3,22039 22153,587125
Napili-Honokowai,HI,Hawaii,15009,Maui,20.9767,-156.6646,6897,1025.2,Pacific/Honolulu,3,96761,247665
Cambridge Springs,PA,Pennsylvania,42039,Crawford,41.802,-80.0598,2357,1024.5,America/New_York,3,16403,670721
Houston Acres,KY,Kentucky,21111,Jefferson,38.2146,-85.6143,736,1024.2,America/New_York,3,40220,505503
Langhorne Manor,PA,Pennsylvania,42017,Bucks,40.1657,-74.9174,1586,1023.8,America/New_York,3,19047,828122
Purcellville,VA,Virginia,51107,Loudoun,39.1378,-77.711,8974,1023.6,America/New_York,3,20132 20134,389230
Davenport,FL,Florida,12105,Polk,28.1587,-81.6083,11660,1023.4,America/New_York,3,33844 33837 33836,782490
Elon,NC,North Carolina,37001,Alamance,36.1016,-79.5086,11325,1023.4,America/New_York,3,27244,212659
Fountain City,IN,Indiana,18177,Wayne,39.9549,-84.9192,718,1023.3,America/Indiana/Indianapolis,3,47341,484440
Beltsville,MD,Maryland,24033,Prince George's,39.0394,-76.9211,19086,1022.7,America/New_York,3,20705 20740 20697 20704,477001
Lebanon,OR,Oregon,41043,Linn,44.5317,-122.9071,18978,1022.5,America/Los_Angeles,3,97355,781009
Devon,PA,Pennsylvania,42029,Chester,40.0496,-75.4272,1623,1022.4,America/New_York,3,19333 19312,683561
Spencerport,NY,New York,36055,Monroe,43.1882,-77.8067,3660,1022.3,America/New_York,3,14559,362725
Horizon City,TX,Texas,48141,El Paso,31.6799,-106.1903,23069,1022.1,America/Denver,3,79928,793014
Manhattan,KS,Kansas,20161,Riley,39.1886,-96.6048,53951,1021.7,America/Chicago,3,66506 66502 66503 66505,627105
Harrington Park,NJ,New Jersey,34003,Bergen,40.9899,-73.9804,4883,1021.6,America/New_York,3,07640,410506
Bee Ridge,FL,Florida,12115,Sarasota,27.2855,-82.4731,9921,1021.4,America/New_York,3,34233,440033
Houston Lake,MO,Missouri,29165,Platte,39.1924,-94.6219,330,1020.8,America/Chicago,3,64151,688004
Canton,OH,Ohio,39151,Stark,40.8078,-81.3676,293657,1020.7,America/New_York,2,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799,533286
Taylor,MI,Michigan,26163,Wayne,42.226,-83.2688,62405,1020.3,America/Detroit,3,48180,395008
Siesta Shores,TX,Texas,48505,Zapata,26.8548,-99.2605,1939,1020.3,America/Chicago,3,78076,678014
Monona,WI,Wisconsin,55025,Dane,43.054,-89.3334,8604,1019.9,America/Chicago,3,53716 53713,410505
Redland,MD,Maryland,24031,Montgomery,39.1339,-77.1464,18976,1019.8,America/New_York,3,20855 20877,623503
Port St. John,FL,Florida,12009,Brevard,28.4757,-80.8104,24617,1019.7,America/New_York,3,32927,804453
Kure Beach,NC,North Carolina,37129,New Hanover,34.0004,-77.9076,2323,1019.6,America/New_York,3,28449 28428,794001
South Uniontown,PA,Pennsylvania,42051,Fayette,39.8939,-79.7465,1201,1019.5,America/New_York,3,15401,670521
Crystal Lakes,OH,Ohio,39023,Clark,39.8861,-84.0242,1270,1018.6,America/New_York,3,45341,532401
Bridgewater,VA,Virginia,51165,Rockingham,38.3862,-78.9674,6650,1018.5,America/New_York,3,22812,530003
Milford,MI,Michigan,26125,Oakland,42.587,-83.6012,6467,1018.5,America/Detroit,3,48381,523108
Sunnyside,CA,California,06019,Fresno,36.7294,-119.6945,5003,1018.4,America/Los_Angeles,3,93727,577601
Edcouch,TX,Texas,48215,Hidalgo,26.2937,-97.9631,2729,1018.4,America/Chicago,3,78538,304022
Sun City,AZ,Arizona,04013,Maricopa,33.6165,-112.2819,38018,1018.2,America/Phoenix,3,85373 85351 85372,458441
Fuller Heights,FL,Florida,12105,Polk,27.9227,-81.9978,10697,1018,America/New_York,3,33860,533001
Flossmoor,IL,Illinois,17031,Cook,41.5391,-87.6858,9666,1017.9,America/Chicago,3,60422,586203
Bunker Hill Village,TX,Texas,48201,Harris,29.7647,-95.5317,3801,1017.8,America/Chicago,3,77024,781013
Walnutport,PA,Pennsylvania,42095,Northampton,40.7515,-75.5956,1981,1017.6,America/New_York,3,18088,342025
Brooklyn,OH,Ohio,39035,Cuyahoga,41.4349,-81.7497,11203,1017.5,America/New_York,3,44144,700025
Livonia,MI,Michigan,26163,Wayne,42.3972,-83.3733,94058,1017.4,America/Detroit,3,48152 48150 48154 48151 48153,394601
Glenaire,MO,Missouri,29047,Clay,39.2197,-94.4515,613,1017,America/Chicago,3,64068,273012
Halesite,NY,New York,36103,Suffolk,40.8863,-73.4138,2348,1016.9,America/New_York,3,11743,205301
Greendale,WI,Wisconsin,55079,Milwaukee,42.9371,-88.0018,14656,1016.8,America/Chicago,3,53129,831008
Stayton,OR,Oregon,41047,Marion,44.8034,-122.7984,8223,1016.8,America/Los_Angeles,3,97383,413106
Kulpsville,PA,Pennsylvania,42091,Montgomery,40.244,-75.3407,8990,1016.7,America/New_York,3,19438 19446 19443,181101
Townsend,DE,Delaware,10003,New Castle,39.3968,-75.6943,2792,1016.6,America/New_York,3,19734,152026
Glendora,CA,California,06037,Los Angeles,34.1449,-117.8467,51350,1016.2,America/Los_Angeles,3,91740 91741,695312
Lopezville,TX,Texas,48215,Hidalgo,26.2453,-98.1537,2026,1016,America/Chicago,3,78589 78542,506006
Orland Park,IL,Illinois,17031,Cook,41.6075,-87.8619,57961,1015.9,America/Chicago,3,60467 60462,768006
Beachwood,OH,Ohio,39035,Cuyahoga,41.4759,-81.503,13850,1015.9,America/New_York,3,44122,785699
Wescosville,PA,Pennsylvania,42077,Lehigh,40.5617,-75.5489,7156,1015.7,America/New_York,3,18106 18103 18062,620011
Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2562,162458,1015.6,America/Detroit,2,49442 49443 49440 49441,591124
Grill,PA,Pennsylvania,42011,Berks,40.3,-75.9344,2042,1015.6,America/New_York,3,19607,781171
Inglenook,CT,Connecticut,09190,Western Connecticut,41.5229,-73.4736,1162,1015.6,America/New_York,3,06812,626130
Littlestown,PA,Pennsylvania,42001,Adams,39.7452,-77.0892,4810,1014.9,America/New_York,3,17340,176052
Fox River Grove,IL,Illinois,17111,McHenry,42.1955,-88.2147,4501,1014.9,America/Chicago,3,60021,630561
Scotts Valley,CA,California,06087,Santa Cruz,37.0555,-122.0118,12138,1014.7,America/Los_Angeles,3,95066,784145
Cut Bank,MT,Montana,30035,Glacier,48.6344,-112.3304,3040,1014.7,America/Denver,3,59427,263148
Fowler,CA,California,06019,Fresno,36.6243,-119.6737,6930,1014.6,America/Los_Angeles,3,93625,759147
Lakeland South,WA,Washington,53033,King,47.2786,-122.2826,12869,1013.8,America/Los_Angeles,3,98001 98003,414204
Glenwood,IL,Illinois,17031,Cook,41.541,-87.6118,8620,1013.6,America/Chicago,3,60425,190023
Mansfield Center,MA,Massachusetts,25005,Bristol,42.0225,-71.218,7232,1013.2,America/New_York,3,02048,670104
Rossmoyne,OH,Ohio,39061,Hamilton,39.2153,-84.3888,1414,1013.2,America/New_York,3,45242 45236,412805
Ellport,PA,Pennsylvania,42073,Lawrence,40.8619,-80.2625,1125,1013,America/New_York,3,16117,515775
Warrenville,IL,Illinois,17043,DuPage,41.8209,-88.1857,14232,1012.9,America/Chicago,3,60555,682502
New Baltimore,MI,Michigan,26099,Macomb,42.6904,-82.7398,12060,1012,America/Detroit,3,48047,683544
Port Jefferson,NY,New York,36103,Suffolk,40.9466,-73.0577,8029,1012,America/New_York,3,11777,682316
Eatonville,FL,Florida,12095,Orange,28.6167,-81.3906,2582,1012,America/New_York,3,32751 32810,121007
El Paso,TX,Texas,48141,El Paso,31.8476,-106.43,862494,1011.6,America/Denver,2,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,509381
Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687,197199,1011.4,America/Chicago,2,66214 66210 66211 66212 66213 66221 66223 66209 66202 66207 66204 66013 66251 66085 66224 66201 66225 66276 66282 66283,673321
Dunbar,WV,West Virginia,54039,Kanawha,38.3688,-81.7345,7340,1011.4,America/New_York,3,25064,680007
Sun Lakes,AZ,Arizona,04013,Maricopa,33.2172,-111.8695,14079,1011.3,America/Phoenix,3,85248,208005
Kutztown,PA,Pennsylvania,42011,Berks,40.5212,-75.7772,4188,1011,America/New_York,3,19530,516350
McCullom Lake,IL,Illinois,17111,McHenry,42.368,-88.2965,1087,1010.8,America/Chicago,3,60050,121013
Peachtree Corners,GA,Georgia,13135,Gwinnett,33.967,-84.232,42184,1010.7,America/New_York,3,30071 30092 30360 30010,683108
Pingree Grove,IL,Illinois,17089,Kane,42.0855,-88.4358,10576,1010.6,America/Chicago,3,60140,813212
Lincoln,ID,Idaho,16019,Bonneville,43.5183,-111.9692,3759,1010.2,America/Boise,3,83401,415804
Sewaren,NJ,New Jersey,34023,Middlesex,40.5519,-74.2581,3196,1010,America/New_York,3,07077,305802
New Castle,PA,Pennsylvania,42073,Lawrence,40.9956,-80.3458,21727,1009.8,America/New_York,3,16102 16101 16105 16103 16107,626121
Smithsburg,MD,Maryland,24043,Washington,39.6559,-77.575,3069,1009.8,America/New_York,3,21783,768225
Woodside,PA,Pennsylvania,42017,Bucks,40.2305,-74.8606,2676,1009.7,America/New_York,3,19067,580002
Northbrook,IL,Illinois,17031,Cook,42.1292,-87.8352,34642,1009.6,America/Chicago,3,60062 60082,686516
Fruit Heights,UT,Utah,49011,Davis,41.0277,-111.9082,6036,1009.5,America/Denver,3,84037,440021
Edgewood,IN,Indiana,18095,Madison,40.1032,-85.7375,2101,1009.5,America/Indiana/Indianapolis,3,46011,629180
Briarwood,KY,Kentucky,21111,Jefferson,38.278,-85.5926,420,1009.5,America/New_York,3,40242,721201
Alamo,TX,Texas,48215,Hidalgo,26.181,-98.1177,20008,1009.4,America/Chicago,3,78516,770016
Toronto,OH,Ohio,39081,Jefferson,40.4581,-80.6095,5452,1009.2,America/New_York,3,43964,786148
